Link,Price (€),Area (m²),Hab,Location
https://www.idealista.com/inmueble/108396089/,237500,87,3,"Riu, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/107665582/,237500,107,3,"El Raval, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/108724500/,238000,90,4,Cerdanyola del Vallès
https://www.idealista.com/inmueble/108731409/,238400,90,2,"Baix Llobregat Sud, Barcelona"
https://www.idealista.com/inmueble/108323877/,239000,86,3,Montgat
https://www.idealista.com/inmueble/108369681/,239000,95,4,"Collblanc, Hospitalet de Llobregat"
https://www.idealista.com/inmueble/108696711/,239000,82,3,Montgat
https://www.idealista.com/inmueble/108330490/,239000,82,3,Montgat
https://www.idealista.com/inmueble/107313098/,239000,80,3,"Can Roca-Muntanyeta, Castelldefels"
https://www.idealista.com/inmueble/107284819/,239000,80,3,Castelldefels
https://www.idealista.com/inmueble/108539490/,239000,82,3,Montgat
https://www.idealista.com/inmueble/108786517/,239000,95,4,"El Raval, Barcelona"
https://www.idealista.com/inmueble/108361746/,239000,82,3,Montgat
https://www.idealista.com/inmueble/108658531/,239000,96,4,Cerdanyola del Vallès
https://www.idealista.com/inmueble/108635786/,239000,101,5,"Centre, Ripollet"
https://www.idealista.com/inmueble/108764184/,239000,82,2,"Ciutat Vella, Barcelona"
https://www.idealista.com/inmueble/107311560/,239000,80,3,Castelldefels
https://www.idealista.com/inmueble/93234266/,239900,91,3,"Riu, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/108981907/,239900,81,3,"Riu, Santa Coloma de Gramenet"
https://www.idealista.com/inmueble/108473278/,240000,103,4,"Sant Ramón, Cerdanyola del Vallès"
https://www.idealista.com/inmueble/108961856/,240000,95,2,"El Raval, Barcelona"
https://www.idealista.com/inmueble/108467553/,240000,85,3,"Marianao, Sant Boi de Llobregat"
https://www.idealista.com/inmueble/108150608/,240000,80,4,Ripollet
https://www.idealista.com/inmueble/38539905/,240000,85,4,"Can Tintorer - Can Pere Boir - Can Tries, Gavà"
https://www.idealista.com/inmueble/108890758/,240000,89,4,Cerdanyola del Vallès
